"frame","x [nm]","y [nm]"
1,2096.3028334367245,111000.0
1,80915.33724837117,2125.0
1,79790.33724837117,2125.0
1,15750.0,2000.0
1,66125.0,111000.0
1,66125.0,111000.0
1,16875.0,2000.0
1,80833.52329632264,2125.0
1,79682.03040804541,3000.0
1,15653.697166563275,3000.0
1,16819.514930195233,3375.0
1,15182.030408045408,7000.0
1,2567.9695919545907,108125.0
1,80347.4675728142,6000.0
1,79209.66275162883,5875.0
1,66541.47670367736,107875.0
1,16333.523296322643,6125.0
1,66596.30283343673,107000.0
1,7596.3028334367245,67000.0
1,2541.4767036773565,107875.0
1,8000.0,64000.0
1,15096.302833436725,7000.0
1,66653.69716656327,107000.0
1,79125.0,7000.0
1,79125.0,7000.0
1,15096.302833436725,7000.0
1,7596.3028334367245,67000.0
1,80569.51493019523,5375.0
1,79403.69716656327,5000.0
1,15375.0,5000.0
1,71959.66275162883,63875.0
1,66432.03040804541,109000.0
1,66432.03040804541,109000.0
1,15375.0,5000.0
1,2305.4850698047658,109750.0
1,3583.523296322644,108125.0
1,16415.337248371176,6125.0
1,15290.33724837118,6125.0
1,73125.0,64000.0
1,79317.96959195459,6125.0
1,79317.96959195459,6125.0
1,2459.662751628822,107875.0
1,7959.662751628822,63875.0
1,13750.0,18000.0
1,3682.0304080454093,99000.0
1,4833.5232963226445,98125.0
1,78915.33724837117,18125.0
1,77790.33724837117,18125.0
1,8347.467572814188,70000.0
1,67682.03040804541,99000.0
1,14875.0,18000.0
1,68847.4675728142,98000.0
1,71209.66275162883,69875.0
1,72625.0,59000.0
1,72625.0,59000.0
1,8555.485069804765,59750.0
1,8596.302833436725,59000.0
1,7209.662751628822,69875.0
1,71209.66275162883,69875.0
1,1875.0,113000.0
1,78833.52329632264,18125.0
1,77682.03040804541,19000.0
1,14819.514930195235,19375.0
1,13653.697166563275,19000.0
1,64500.0,124000.0
1,1875.0,113000.0
1,15083.523296322644,16125.0
1,13932.030408045408,17000.0
1,67541.47670367736,99875.0
1,67567.96959195459,100125.0
1,3541.4767036773565,99875.0
1,3567.9695919545907,100125.0
1,79083.52329632264,16125.0
1,77932.03040804541,17000.0
1,72540.33724837117,60125.0
1,73665.33724837117,60125.0
1,13846.302833436725,17000.0
1,13846.302833436725,17000.0
1,13403.697166563275,21000.0
1,71125.0,71000.0
1,67932.03040804541,97000.0
1,78583.52329632264,20125.0
1,3932.030408045409,97000.0
1,67959.66275162883,95875.0
1,77403.69716656327,21000.0
1,3932.0304080454093,97000.0
1,72750.0,58000.0
1,72750.0,58000.0
1,65875.0,113000.0
1,7125.0,71000.0
1,13317.969591954592,22125.0
1,71055.48506980477,71750.0
1,77596.30283343673,19000.0
1,77596.30283343673,19000.0
1,67791.47670367736,97875.0
1,3817.9695919545907,98125.0
2,64959.66275162883,55875.0
2,65250.0,54000.0
2,65250.0,54000.0
2,2375.0,54000.0
2,120805.48506980477,121750.0
2,120846.30283343673,121000.0
2,56846.302833436726,121000.0
2,66319.51493019523,55375.0
2,65153.697166563274,55000.0
2,56846.302833436726,121000.0
2,2319.5149301952342,55375.0
2,65432.03040804541,53000.0
2,2583.523296322644,52125.0
2,66597.4675728142,52000.0
2,65346.302833436726,53000.0
2,65346.302833436726,53000.0
2,1346.3028334367245,53000.0
2,65915.33724837117,58125.0
2,64790.33724837117,58125.0
2,64875.0,57000.0
2,64875.0,57000.0
2,64625.0,59000.0
2,65819.51493019523,59375.0
2,65027.532427185804,56000.0
2,2165.337248371178,56125.0
2,65067.96959195459,56125.0
2,2069.5149301952342,57375.0
2,57596.302833436726,115000.0
2,65932.03040804541,49000.0
2,3083.523296322644,48125.0
2,1932.0304080454089,49000.0
2,67097.4675728142,48000.0
2,1846.3028334367245,49000.0
2,56750.0,122000.0
2,2041.4767036773567,47875.0
2,66096.30283343673,47000.0
2,66096.30283343673,47000.0
2,2096.3028334367245,47000.0
2,56750.0,122000.0
2,1596.3028334367245,51000.0
2,65625.0,51000.0
2,65625.0,51000.0
2,65540.33724837117,52125.0
2,2833.523296322644,50125.0
2,65790.33724837117,50125.0
2,65777.5324271858,50000.0
2,1750.0,50000.0
2,63153.697166563274,71000.0
2,57067.96959195459,120125.0
2,64375.0,70000.0
2,63250.0,70000.0
2,121096.30283343673,119000.0
2,64165.33724837117,72125.0
2,63040.33724837118,72125.0
2,64583.52329632264,68125.0
2,63432.03040804541,69000.0
2,64665.33724837117,68125.0
2,63346.302833436726,69000.0
2,63305.48506980477,69750.0
2,126653.69716656327,75000.0
2,63819.51493019523,75375.0
2,62653.697166563274,75000.0
2,126750.0,74000.0
2,62540.33724837118,76125.0
2,126567.96959195459,76125.0
2,63875.0,74000.0
2,62875.0,73000.0
2,64069.51493019524,73375.0
2,62750.0,74000.0
2,126805.48506980477,73750.0
2,63540.33724837118,68125.0
2,64209.66275162883,61875.0
2,122097.4675728142,120000.0
2,65375.0,62000.0
2,64317.96959195459,62125.0
2,56932.03040804541,121000.0
2,64346.302833436726,61000.0
2,64096.302833436726,63000.0
2,64055.48506980476,63750.0
2,120959.66275162883,119875.0
2,65625.0,60000.0
2,64500.0,60000.0
2,56932.03040804541,121000.0
2,64403.697166563274,61000.0
2,63682.03040804541,67000.0
2,64847.467572814196,66000.0
2,63790.33724837118,66125.0
2,63817.96959195459,66125.0
2,65097.467572814196,64000.0
2,63959.66275162882,63875.0
2,63875.0,65000.0
2,4875.0,34000.0
2,3750.0,34000.0
2,68915.33724837117,34125.0
2,67790.33724837117,34125.0
2,120625.0,123000.0
2,67682.03040804541,35000.0
2,120625.0,123000.0
2,5069.514930195234,33375.0
2,3903.6971665632755,33000.0
2,56596.302833436726,123000.0
2,69083.52329632264,32125.0
2,67932.03040804541,33000.0
2,56555.48506980477,123750.0
2,68833.52329632264,34125.0
2,3653.6971665632755,35000.0
2,3432.0304080454093,37000.0
2,68597.4675728142,36000.0
2,67459.66275162883,35875.0
2,4597.46757281419,36000.0
2,3596.3028334367245,35000.0
2,67555.48506980477,35750.0
2,3540.3372483711782,36125.0
2,67567.96959195459,36125.0
2,4305.485069804766,29750.0
2,68375.0,29000.0
2,68375.0,29000.0
2,4375.0,29000.0
2,5415.337248371178,30125.0
2,4500.0,28000.0
2,69665.33724837117,28125.0
2,68540.33724837117,28125.0
2,67375.0,37000.0
2,68290.33724837117,30125.0
2,68041.47670367736,31875.0
2,4067.9695919545907,32125.0
2,4067.9695919545907,32125.0
2,68096.30283343673,31000.0
2,4209.662751628822,29875.0
2,69375.0,30000.0
2,68153.69716656327,31000.0
2,5319.514930195234,31375.0
2,67375.0,37000.0
2,2540.3372483711782,44125.0
2,66567.96959195459,44125.0
2,66567.96959195459,44125.0
2,66459.66275162883,43875.0
2,3833.523296322644,42125.0
2,2682.0304080454093,43000.0
2,67847.4675728142,42000.0
2,66709.66275162883,41875.0
2,120709.66275162883,121875.0
2,120709.66275162883,121875.0
2,2432.0304080454093,45000.0
2,67375.0,46000.0
2,66250.0,46000.0
2,3375.0,46000.0
2,2250.0,46000.0
2,2153.6971665632755,47000.0
2,3569.5149301952342,45375.0
2,66346.30283343673,45000.0
2,66305.48506980477,45750.0
2,2346.3028334367245,45000.0
2,67153.69716656327,39000.0
2,4319.514930195234,39375.0
2,3153.6971665632755,39000.0
2,68333.52329632264,38125.0
2,3067.9695919545907,40125.0
2,3067.9695919545907,40125.0
2,3277.5324271858103,38000.0
2,3317.9695919545907,38125.0
2,67041.47670367736,39875.0
2,67250.0,38000.0
2,68415.33724837117,38125.0
2,67067.96959195459,40125.0
2,66846.30283343673,41000.0
2,2846.3028334367245,41000.0
2,2846.3028334367245,41000.0
2,66875.0,41000.0
2,2959.662751628822,39875.0
2,66932.03040804541,41000.0
2,4083.523296322644,40125.0
2,68097.4675728142,40000.0
2,123182.03040804541,103000.0
2,123182.03040804541,103000.0
2,60333.523296322644,102125.0
2,59182.03040804541,103000.0
2,59096.302833436726,103000.0
2,57432.03040804541,117000.0
2,58583.523296322644,116125.0
2,59317.96959195459,102125.0
2,122583.52329632264,116125.0
2,123346.30283343673,101000.0
2,123346.30283343673,101000.0
2,59346.302833436726,101000.0
2,121432.03040804541,117000.0
2,123055.48506980477,103750.0
2,58875.0,105000.0
2,58875.0,105000.0
2,124069.51493019523,105375.0
2,122903.69716656327,105000.0
2,58790.33724837118,106125.0
2,122817.96959195459,106125.0
2,122817.96959195459,106125.0
2,123067.96959195459,104125.0
2,59000.0,104000.0
2,60097.46757281419,104000.0
2,123000.0,104000.0
2,60915.33724837118,98125.0
2,59790.33724837118,98125.0
2,123817.96959195459,98125.0
2,123817.96959195459,98125.0
2,124847.4675728142,98000.0
2,123709.66275162883,97875.0
2,123932.03040804541,97000.0
2,61083.523296322644,96125.0
2,59932.03040804541,97000.0
2,125097.4675728142,96000.0
2,59682.03040804541,99000.0
2,59682.03040804541,99000.0
2,59459.66275162882,99875.0
2,124625.0,100000.0
2,123500.0,100000.0
2,60625.0,100000.0
2,123625.0,99000.0
2,59567.96959195459,100125.0
2,59596.302833436726,99000.0
2,123125.0,112000.0
2,122000.0,112000.0
2,121541.47670367736,115875.0
2,59125.0,112000.0
2,58000.0,112000.0
2,121567.96959195459,116125.0
2,121903.69716656327,113000.0
2,59069.51493019523,113375.0
2,57903.697166563274,113000.0
2,58125.0,111000.0
2,123319.51493019523,111375.0
2,122153.69716656327,111000.0
2,58665.33724837118,116125.0
2,58055.48506980477,111750.0
2,121903.69716656327,113000.0
2,58833.523296322644,114125.0
2,57682.03040804541,115000.0
2,122847.4675728142,114000.0
2,121709.66275162883,113875.0
2,57791.476703677356,113875.0
2,58915.33724837118,114125.0
2,121817.96959195459,114125.0
2,121817.96959195459,114125.0
2,58541.476703677356,107875.0
2,122596.30283343673,107000.0
2,122596.30283343673,107000.0
2,58596.302833436726,107000.0
2,122500.0,108000.0
2,59625.0,108000.0
2,59875.0,106000.0
2,122709.66275162883,105875.0
2,58653.697166563274,107000.0
2,123833.52329632264,106125.0
2,58459.66275162882,107875.0
2,122277.5324271858,110000.0
2,59415.33724837118,110125.0
2,58290.33724837118,110125.0
2,122317.96959195459,110125.0
2,123583.52329632264,108125.0
2,122375.0,109000.0
2,58375.0,109000.0
2,58375.0,109000.0
2,61596.302833436726,83000.0
2,125625.0,83000.0
2,125625.0,83000.0
2,61625.0,83000.0
2,122375.0,118000.0
2,121250.0,118000.0
2,62665.33724837118,84125.0
2,61750.0,82000.0
2,57209.66275162882,117875.0
2,126915.33724837117,82125.0
2,125790.33724837117,82125.0
2,62915.33724837118,82125.0
2,125527.5324271858,84000.0
2,125317.96959195459,86125.0
2,61317.96959195459,86125.0
2,61317.96959195459,86125.0
2,125346.30283343673,85000.0
2,61209.66275162882,85875.0
2,126375.0,86000.0
2,125459.66275162883,83875.0
2,61459.66275162882,83875.0
2,125403.69716656327,85000.0
2,62569.51493019523,85375.0
2,63375.0,78000.0
2,62250.0,78000.0
2,126290.33724837117,78125.0
2,62153.697166563274,79000.0
2,126182.03040804541,79000.0
2,62432.03040804541,77000.0
2,126459.66275162883,75875.0
2,122319.51493019523,119375.0
2,62346.302833436726,77000.0
2,62346.302833436726,77000.0
2,126375.0,77000.0
2,61903.697166563274,81000.0
2,125932.03040804541,81000.0
2,125932.03040804541,81000.0
2,63083.523296322644,80125.0
2,62067.96959195459,80125.0
2,126096.30283343673,79000.0
2,126055.48506980477,79750.0
2,63319.51493019523,79375.0
2,62067.96959195459,80125.0
2,125209.66275162883,85875.0
2,124403.69716656327,93000.0
2,121346.30283343673,117000.0
2,61569.51493019523,93375.0
2,60403.697166563274,93000.0
2,60317.96959195459,94125.0
2,60291.476703677356,93875.0
2,124305.48506980477,93750.0
2,124567.96959195459,92125.0
2,124567.96959195459,92125.0
2,60567.96959195459,92125.0
2,60567.96959195459,92125.0
2,57291.476703677356,117875.0
2,124096.30283343673,95000.0
2,60096.302833436726,95000.0
2,60096.302833436726,95000.0
2,125319.51493019523,95375.0
2,124250.0,94000.0
2,124250.0,94000.0
2,57346.302833436726,117000.0
2,60209.66275162882,93875.0
2,61333.523296322644,94125.0
2,125000.0,88000.0
2,62125.0,88000.0
2,61000.0,88000.0
2,126165.33724837117,88125.0
2,126083.52329632264,88125.0
2,126319.51493019523,87375.0
2,125096.30283343673,87000.0
2,61096.302833436726,87000.0
2,61096.302833436726,87000.0
2,60903.697166563274,89000.0
2,60682.03040804541,91000.0
2,125847.4675728142,90000.0
2,124709.66275162883,89875.0
2,61847.46757281419,90000.0
2,124805.48506980477,89750.0
2,62069.51493019523,89375.0
2,124846.30283343673,89000.0
2,60790.33724837118,90125.0
2,60817.96959195459,90125.0
2,69540.33724837117,20125.0
2,8319.514930195235,7375.0
2,5403.6971665632755,21000.0
2,5403.6971665632755,21000.0
2,7153.6971665632755,7000.0
2,69403.69716656327,21000.0
2,121415.33724837117,126125.0
2,72333.52329632264,6125.0
2,69403.69716656327,21000.0
2,71182.03040804541,7000.0
2,120277.5324271858,126000.0
2,120459.66275162883,123875.0
2,5291.476703677356,21875.0
2,5317.969591954591,22125.0
2,69291.47670367736,21875.0
2,69317.96959195459,22125.0
2,56459.66275162882,123875.0
2,8375.0,6000.0
2,57597.46757281419,124000.0
2,7000.0,8000.0
2,5555.485069804766,19750.0
2,5596.3028334367245,19000.0
2,57415.33724837118,126125.0
2,72165.33724837117,8125.0
2,71040.33724837117,8125.0
2,69596.30283343673,19000.0
2,8165.337248371179,8125.0
2,56277.53242718581,126000.0
2,69625.0,19000.0
2,5500.0,20000.0
2,5500.0,20000.0
2,121597.4675728142,124000.0
2,70625.0,20000.0
2,7250.0,6000.0
2,70209.66275162883,13875.0
2,5040.337248371178,24125.0
2,7432.030408045409,5000.0
2,72597.4675728142,4000.0
2,69027.5324271858,24000.0
2,69040.33724837117,24125.0
2,71459.66275162883,3875.0
2,5000.0,24000.0
2,7432.030408045409,5000.0
2,4932.030408045409,25000.0
2,68932.03040804541,25000.0
2,68932.03040804541,25000.0
2,8665.33724837118,4125.0
2,7540.337248371179,4125.0
2,4903.6971665632755,25000.0
2,71567.96959195459,4125.0
2,5209.662751628822,21875.0
2,71317.96959195459,6125.0
2,71317.96959195459,6125.0
2,69209.66275162883,21875.0
2,69209.66275162883,21875.0
2,5182.030408045409,23000.0
2,5125.0,23000.0
2,69125.0,23000.0
2,69125.0,23000.0
2,5055.485069804766,23750.0
2,7346.3028334367245,5000.0
2,7346.3028334367245,5000.0
2,7583.5232963226445,12125.0
2,6432.030408045409,13000.0
2,71597.4675728142,12000.0
2,6000.0,16000.0
2,71165.33724837117,16125.0
2,70459.66275162883,11875.0
2,6000.0,16000.0
2,70027.5324271858,16000.0
2,70567.96959195459,12125.0
2,70567.96959195459,12125.0
2,6567.969591954591,12125.0
2,6567.969591954591,12125.0
2,6153.6971665632755,15000.0
2,7375.0,14000.0
2,6250.0,14000.0
2,56375.0,125000.0
2,70153.69716656327,15000.0
2,70277.5324271858,14000.0
2,6125.0,15000.0
2,120375.0,125000.0
2,56375.0,125000.0
2,6346.3028334367245,13000.0
2,6346.3028334367245,13000.0
2,70375.0,13000.0
2,70375.0,13000.0
2,69932.03040804541,17000.0
2,70125.0,15000.0
2,120375.0,125000.0
2,6846.3028334367245,9000.0
2,5750.0,18000.0
2,6875.0,18000.0
2,6846.3028334367245,9000.0
2,70875.0,9000.0
2,69750.0,18000.0
2,69750.0,18000.0
2,70875.0,9000.0
2,8083.5232963226445,8125.0
2,69903.69716656327,17000.0
2,7819.514930195234,11375.0
2,6653.6971665632755,11000.0
2,70653.69716656327,11000.0
2,5875.0,17000.0
2,71833.52329632264,10125.0
2,7069.514930195234,17375.0
2,70750.0,10000.0
2,7875.0,10000.0
2,6750.0,10000.0
2,71915.33724837117,10125.0
2,69846.30283343673,17000.0
2,71567.96959195459,4125.0
2,68805.48506980477,25750.0
2,4625.0,27000.0
2,7653.6971665632755,3000.0
2,7790.337248371179,2125.0
2,4790.337248371179,26125.0
2,72915.33724837117,2125.0
2,68625.0,27000.0
2,7682.030408045409,3000.0
2,69875.0,26000.0
2,4846.3028334367245,25000.0
2,68709.66275162883,25875.0
2,4555.485069804766,27750.0
2,71750.0,2000.0
2,72819.51493019523,3375.0
2,71653.69716656327,3000.0
2,5875.0,26000.0
